Mdate,DJI,RF,MP,UI,DEI,UPR,UTS,YP,OG,cg,VWRETD,EWRETD
1977/12/1,818.8,0.49,0.169,-0.1915,0.0629,1.3,1.62,5.7907,1.7972,0.2,0.9157,2.0167
1978/1/1,781.09,0.49,-1.4679,0.2003,-0.0723,1.21,1.52,5.0149,0.2541,-1.1,-4.9753,-0.9588
1978/2/1,763.57,0.46,0.5401,0.064,0.1322,1.17,1.58,3.9816,0.2535,1.5,-0.3355,2.3824
1978/3/1,756.37,0.53,1.9104,0.2157,0.0021,1.18,1.75,4.6427,1.2579,1,5.299,7.3294
1978/4/1,794.66,0.54,1.966,0.1392,0.0703,1.17,1.86,5.6371,0.2497,0.6,8.9796,7.8686
1978/5/1,838.56,0.51,0.4875,0.2829,0.0054,1.14,1.94,5.3452,0.4975,0.4,4.2171,8.0212
1978/6/1,840.26,0.54,0.6436,0.3556,0.0721,1.14,1.73,5.2233,1.2331,0.3,-0.3776,0.8918
1978/7/1,831.71,0.56,-0.0753,-0.0345,0.0745,0.96,1.63,5.0122,0.9756,-0.5,6.8039,5.3839
1978/8/1,887.93,0.56,0.4001,-0.2215,-0.1213,1.07,1.33,5.32,0.2424,0.9,5.2304,9.1929
1978/9/1,878.64,0.62,0.2442,0.2066,-0.1289,1,0.58,5.1609,0.9639,-0.2,-1.4747,0.549
1978/10/1,857.69,0.68,0.7638,0.2252,0.1248,0.95,0.65,5.7709,0.4785,0.2,-14.4088,-18.5935
1978/11/1,804.29,0.7,0.7659,-0.2938,0.0669,1.02,0.17,6.3473,0.9501,0.4,3.9184,4.7059
1978/12/1,807.94,0.78,0.5039,-0.1084,-0.1873,0.93,-0.07,6.6823,0.7067,0.6,2.0024,1.3647
1979/1/1,837.39,0.77,-0.5439,0.3364,-0.0066,1.03,-0.25,7.6063,1.1669,-0.4,5.8527,9.9043
1979/2/1,825.17,0.73,0.4898,0.4339,0.1847,0.98,-0.22,7.556,1.8391,0.5,-3.8467,-2.0816
1979/3/1,847.84,0.81,0.3089,0.1464,0.1309,1.14,-0.36,5.9545,0.681,0.1,7.7686,8.0761
1979/4/1,864.96,0.8,-1.1875,0.3293,-0.0512,1.15,-0.28,2.8011,0.6764,-0.6,0.9088,2.7137
1979/5/1,837.41,0.82,0.8789,0.3883,0.0681,1.22,-0.36,3.1925,2.8795,0.3,-1.1049,-0.4445
1979/6/1,838.65,0.81,0.016,0.1646,0.0696,1.47,-0.15,2.5649,5.9339,0.3,5.2361,5.1947
1979/7/1,836.95,0.77,-0.1616,0.2016,-0.0492,1.34,-0.29,2.4787,3.835,-0.1,2.2082,2.2645
1979/8/1,873.55,0.77,-0.6541,0.0477,0.0066,1.32,-0.49,1.4245,4.0743,1.1,7.7567,7.979
1979/9/1,878.5,0.83,-0.0068,0.2259,-0.0531,1.21,-0.93,1.1735,9.0806,0.2,-0.3429,-0.3629
1979/10/1,840.52,0.87,0.6892,-0.1111,0.0599,1.1,-1.4,1.0989,3.2454,-0.3,-8.6345,-9.87
1979/11/1,815.78,0.99,-0.1614,0.1253,-0.111,1.34,-1.14,0.1715,3.1434,0.3,7.3661,7.1504
1979/12/1,836.14,0.95,0.0683,0.1927,0.0546,1.67,-1.65,-0.264,4.4593,-0.3,5.3606,7.5782
1980/1/1,860.74,0.8,0.53,0.5113,0.0569,1.62,-1.2,0.8099,8.6492,0.8,7.0071,11.5549
1980/2/1,878.22,0.89,0.0371,0.3208,0.1705,1.16,-0.45,0.3572,0.2853,-0.8,-2.9476,-1.6467
1980/3/1,803.56,1.21,-0.4202,0.4161,0.0102,1.7,-2.45,-0.3719,1.5548,-0.8,-11.7461,-16.6047
1980/4/1,786.33,1.26,-2.0021,-0.0389,0.0629,2.72,-1.73,-1.1866,2.082,-1.3,4.2616,5.0159
1980/5/1,828.19,0.81,-2.4815,-0.0229,-0.1506,2.99,1.6,-4.5469,1.0929,-0.5,6.972,7.3029
1980/6/1,869.86,0.61,-1.2985,0.1407,-0.0521,2.93,2.71,-5.8615,1.7509,0.5,4.1124,4.1488
1980/7/1,909.6,0.53,-0.7143,-1.0036,0.0501,2.4,2.19,-6.4142,0.3997,0.9,10.5257,9.9967
1980/8/1,947.33,0.64,0.3189,0.1889,-0.4696,2.05,1.97,-5.4411,2.7543,0.1,2.9994,7.0616
1980/9/1,946.67,0.75,1.6558,0.0184,0.2844,2.19,1.24,-3.7785,0.7732,0,3.4441,5.102
1980/10/1,949.17,0.95,1.2624,0.0851,0.0443,2.48,0.13,-3.2053,1.4022,1.2,1.3327,3.608
1980/11/1,971.08,0.96,1.653,-0.0875,0.0469,1.96,-1.05,-1.3909,3.6051,-0.3,8.0163,6.8169
1980/12/1,945.96,1.31,0.6579,0.0741,-0.0523,2.3,-2.65,-0.8014,5.2331,0.7,-1.7222,-3.802
1981/1/1,962.13,1.04,-0.6345,-0.095,0.0456,2.46,-2.45,-1.9659,10.756,0,-2.4963,0.4631
1981/2/1,945.5,1.07,-0.4114,0.1782,-0.0519,2.18,-1.6,-2.4144,17.8673,-0.3,1.5302,0.3067
1981/3/1,987.18,1.21,0.5052,-0.2645,0.0938,2.22,-0.24,-1.489,0,0.3,7.7443,8.0863
1981/4/1,1004.86,1.08,-0.4216,-0.1224,-0.1466,1.88,-0.01,0.0914,0,-0.4,0.9645,2.6588
1981/5/1,979.52,1.15,0.5679,-0.0072,-0.0083,1.85,-2.2,3.1408,-0.3487,0,2.4771,2.8553
1981/6/1,996.27,1.35,0.52,0.0569,0.0402,2.33,-1.26,4.9593,-2.8346,0.7,-2.5782,-1.0192
1981/7/1,947.94,1.24,0.6489,0.2249,0.0428,1.89,-0.67,6.3225,-2.1799,-0.2,-1.9998,-2.022
1981/8/1,926.25,1.28,-0.1263,-0.2039,0.0923,1.4,-0.57,5.8772,-0.1838,0.6,-6.3561,-7.6555
1981/9/1,853.38,1.24,-0.4807,0.1437,-0.1386,1.6,0.62,3.7407,0,-0.7,-5.229,-8.3157
1981/10/1,853.25,1.21,-0.7755,-0.6995,0.0872,1.96,1.61,1.7029,-1.1101,-0.5,6.5443,7.2863
1981/11/1,860.44,1.07,-1.1682,-0.2684,-0.3247,3,2.53,-1.1183,-0.2795,-0.2,2.8296,1.7806
1981/12/1,878.28,0.87,-1.0902,-0.2951,0.0257,2.83,2.87,-2.8665,0.0932,0.6,-2.1022,-1.8747
1982/1/1,853.41,0.8,-2.0709,-0.2797,-0.0165,2.51,2.31,-4.3029,0,-0.2,-2.3824,-1.3461
1982/2/1,833.15,0.92,2.0213,-0.265,-0.0156,2.75,0.95,-1.8702,-2.1668,0.9,-4.629,-3.8741
1982/3/1,812.33,0.98,-0.6776,-0.6736,-0.0148,2.96,1.18,-3.053,-3.2917,-0.1,-1.0476,-0.8547
1982/4/1,844.96,1.13,-0.9273,0.0518,-0.1973,2.91,1.17,-3.5586,-3.7097,0.1,5.3108,5.8502
1982/5/1,846.72,1.06,-0.6644,0.3702,0.2031,3.02,1.53,-4.7908,0,0.3,-4.3947,-2.8302
1982/6/1,804.37,0.96,-0.258,0.4531,0.2181,2.62,1.83,-5.5689,0,-0.5,-2.1084,-2.5829
1982/7/1,818.41,1.05,-0.3384,-0.4166,0.139,2.85,2.6,-6.5562,0.1021,0.6,-1.6288,-0.7676
1982/8/1,832.11,0.76,-0.9122,-0.4262,-0.2996,3.26,4.38,-7.3421,0,0.1,12.6247,6.95
1982/9/1,917.27,0.51,-0.2596,-0.2862,-0.1405,3.29,4.42,-7.121,-0.1021,0.9,1.9239,3.6404
1982/10/1,988.72,0.59,-0.9591,-0.169,-0.0157,3.82,3.2,-7.3047,2.4219,0.4,14.0265,13.5308
1982/11/1,1027.76,0.63,-0.3166,-0.7081,0.0293,3.75,2.48,-6.4531,-0.2996,0.8,6.828,9.8961
1982/12/1,1033.08,0.67,-0.7154,-0.6813,-0.232,3.6,2.6,-6.0782,-1.8164,0.4,0.9129,2.3086
1983/1/1,1064.29,0.69,1.836,0.0474,-0.115,3.48,2.6,-2.1713,-0.1019,0.1,4.7612,11.7484
1983/2/1,1087.43,0.62,-0.6123,-0.2904,0.2353,3.23,2.61,-4.8049,-3.7388,0,3.7676,5.9143
1983/3/1,1129.58,0.63,0.8274,-0.3379,-0.0547,3.1,2.16,-3.2999,-2.1391,1.1,3.9612,4.9408
1983/4/1,1168.43,0.71,1.2581,0.4317,-0.0572,2.89,2.19,-1.1145,0,0.6,6.6527,7.8522
1983/5/1,1212.86,0.69,0.6146,0.0321,0.2938,2.71,2.19,0.1645,-0.1082,0.6,2.8433,8.6441
1983/6/1,1221.47,0.67,0.6062,-0.2344,-0.0382,2.52,2.06,1.0287,0,1,3.3867,5.1878
1983/7/1,1213.93,0.74,1.4785,-0.0069,-0.1282,2.01,2.3,2.8456,-0.3252,0.7,-3.3441,-2.3184
1983/8/1,1189.21,0.76,1.1786,-0.1457,0.0374,1.79,2.51,4.9364,0,0.3,-1.0496,-2.9947
1983/9/1,1237.04,0.76,1.4385,0.0985,-0.0463,1.9,2.65,6.6345,0,0.3,2.0986,0.5141
1983/10/1,1252.2,0.76,0.773,-0.1823,0.0805,1.92,2.91,8.3666,0,0.8,-4.0084,-5.8484
1983/11/1,1250.01,0.7,0.4472,-0.1962,-0.0858,1.92,2.93,9.1305,0,0.2,4.4971,3.7229
1983/12/1,1257.64,0.73,0.4936,-0.2468,-0.0484,1.92,2.83,10.3394,-0.1086,1.1,-1.2063,-1.8222
1984/1/1,1258.89,0.76,1.9659,0.2959,-0.051,1.98,2.77,10.4693,0.1086,0.6,-2.5433,0.1463
1984/2/1,1164.46,0.71,0.4514,-0.0078,0.2027,1.75,2.75,11.5329,0,-1.3,-5.2037,-5.2457
1984/3/1,1161.97,0.73,0.4762,-0.2636,-0.0386,1.67,2.8,11.1818,0,0.8,1.8033,1.0714
1984/4/1,1152.71,0.81,0.5972,0.1533,-0.1259,1.68,2.94,10.5209,-0.2174,0.7,-0.3876,-1.8551
1984/5/1,1143.42,0.78,0.532,-0.1611,0.1188,1.33,3.58,10.4383,0,0.6,-5.3596,-4.6563
1984/6/1,1121.14,0.75,0.3636,-0.0791,-0.0828,1.49,3.69,10.1957,-0.1089,0.7,3.1741,1.8057
1984/7/1,1113.27,0.82,0.278,0.0207,-0.0045,1.79,3.24,8.9952,-0.109,-0.4,-2.7478,-4.2618
1984/8/1,1212.82,0.83,0.1197,-0.0181,0.0374,1.91,2.25,7.9363,-0.2183,0.4,11.6494,8.9016
1984/9/1,1213.51,0.86,-0.2834,0.0771,-0.0014,1.83,2.15,6.2144,-0.1093,0.7,-1.2488,0.0443
1984/10/1,1199.3,1,-0.0408,-0.1548,0.0399,1.78,2.42,5.4005,-0.1095,-0.3,0.0282,-1.8086
1984/11/1,1211.3,0.73,0.3336,-0.359,-0.0811,1.91,2.96,5.2869,-2.103,1.4,-1.4782,-3.2845
1984/12/1,1188.96,0.64,0.0488,-0.2313,-0.1277,1.9,3.44,4.8421,-0.8989,0.2,2.0247,0.5918
1985/1/1,1238.16,0.65,-0.0524,-0.029,-0.0126,1.88,3.62,2.8238,-2.8622,0.9,9.9567,11.4145
1985/2/1,1283.23,0.58,0.2932,0.1837,0.0704,1.72,3.25,2.6656,-2.5884,0.4,1.7778,4.3594
1985/3/1,1268.83,0.62,0.1465,-0.03,0.1175,1.83,3.34,2.3359,0,-0.1,-0.4598,-0.2269
1985/4/1,1266.36,0.72,-0.2204,0.1002,-0.038,2.08,3.48,1.5182,0.3569,0.3,-1.5271,-1.6537
1985/5/1,1279.4,0.66,0.1699,-0.0357,0.0405,2.3,3.37,1.1561,0.5921,1.1,5.6333,2.4878
1985/6/1,1314,0.55,-0.0523,-0.0921,-0.038,2.24,3.21,0.7402,-0.1181,-0.5,1.9282,0.618
1985/7/1,1343.17,0.62,-0.503,-0.1449,-0.0407,2.12,3.23,-0.0408,-0.2367,0.7,1.6635,2.3469
1985/8/1,1326.18,0.55,0.3221,-0.102,-0.0433,2.17,3.2,0.1616,-0.8328,1,-0.8737,-0.1349
1985/9/1,1317.95,0.6,0.3703,-0.0043,-0.0056,2.11,3.27,0.8153,0.2387,1.4,-4.5443,-5.3535
1985/10/1,1351.58,0.65,-0.3507,0.0522,0.0348,2.12,3.08,0.5055,0.4756,-1.6,2.8888,1.2516
1985/11/1,1432.88,0.61,0.3463,-0.0785,0.0376,2.21,2.54,0.5182,0.4734,0.3,7.362,5.3071
1985/12/1,1517.02,0.65,0.9858,-0.0398,-0.0395,2.32,2.16,1.4552,0.4711,1.1,4.439,3.3055
1986/1/1,1534.86,0.56,0.5225,-0.0382,-0.0023,2.25,2.12,2.0302,-0.9445,0.1,1.9018,4.7865
1986/2/1,1652.73,0.53,-0.6887,-0.5841,-0.0022,2.41,1.64,1.0483,-23.4177,-0.2,7.8529,5.9967
1986/3/1,1757.35,0.6,-0.7093,-0.5288,-0.2397,2.72,1.22,0.1924,-32.4846,0.3,5.9718,5.7233
1986/4/1,1807.05,0.52,0.1133,-0.1555,-0.0988,2.89,1.24,0.5262,-16.1787,0.6,-0.2061,0.9637
1986/5/1,1801.8,0.49,0.1908,0.2087,0.0956,2.58,1.56,0.5471,-2.4693,0.6,4.5133,3.5888
1986/6/1,1867.7,0.52,-0.3894,0.2965,0.1858,2.54,1.59,0.21,2.4693,-0.2,0.8386,1.0622
1986/7/1,1809.92,0.52,0.62,-0.3731,0.1201,2.86,1.47,1.333,-9.7263,0.7,-7.2855,-7.6033
1986/8/1,1843.45,0.46,-0.1713,0.038,-0.2286,3.01,1.64,0.8397,-3.279,0.5,5.9865,2.0249
1986/9/1,1813.47,0.45,0.274,0.2389,0.0714,2.75,2.24,0.7434,16.5985,2.2,-7.1588,-5.6996
1986/10/1,1817.04,0.46,0.425,-0.2416,0.1164,2.81,2.25,1.5191,-0.9456,-1.5,5.1182,2.6578
1986/11/1,1883.65,0.39,0.3912,-0.0906,-0.1511,2.82,1.9,1.564,-0.4762,-0.3,1.3516,-1.0247
1986/12/1,1924.08,0.49,0.9501,-0.0858,-0.0049,2.86,1.58,1.5283,0.2384,2.2,-3.2076,-3.4259
1987/1/1,2065.13,0.42,-0.3863,0.4598,-0.0046,2.64,1.65,0.6195,18.2322,-2.5,13.8037,11.4778
1987/2/1,2202.34,0.43,1.3239,-0.043,0.2304,2.4,1.66,2.6321,3.8915,1.9,6.3255,7.8188
1987/3/1,2292.61,0.47,0.1344,0.1504,-0.1055,2.36,1.66,3.4758,-0.191,0.1,2.5647,3.4771
1987/4/1,2302.64,0.44,0.6516,0.1955,0.0417,2.02,2.38,4.0141,1.7062,0.5,-1.7284,-2.012
1987/5/1,2291.11,0.38,0.623,-0.0277,0.0438,1.9,2.95,4.4464,2.7805,0.1,0.7941,0.1541
1987/6/1,2384.02,0.48,0.5335,0.0404,-0.0694,2.12,2.73,5.3692,3.0605,0.4,3.741,2.6196
1987/7/1,2481.72,0.46,0.6752,-0.0505,0.0019,2.16,2.76,5.4244,5.8537,0.5,5.469,4.1394
1987/8/1,2655.01,0.47,0.7463,0.2478,-0.0364,2.04,2.72,6.3419,2.1506,0.8,3.5788,1.8392
1987/9/1,2570.8,0.45,0.3919,0.1321,0.113,1.89,3.02,6.4598,-5.5523,-0.5,-1.3492,-1.401
1987/10/1,2224.59,0.6,1.3355,-0.1369,0.0063,2.1,3.39,7.3703,-1.5693,-0.1,-26.0543,-28.6978
1987/11/1,1931.86,0.35,0.4926,-0.2038,-0.1069,2.37,3.17,7.4717,-0.5286,0.1,-6.1849,-5.1173
1987/12/1,1910.07,0.39,0.5469,-0.2135,-0.0769,2.3,3.22,7.0684,-4.5175,0.8,9.1759,4.2122
1988/1/1,1947.35,0.29,-0.0259,0.0905,-0.0445,2.4,2.86,7.4289,-7.6813,0.9,2.5922,6.7488
1988/2/1,1980.65,0.46,0.5015,-0.0136,0.1035,2.41,2.55,6.6064,-0.8016,0.1,6.7831,6.8706
1988/3/1,2044.31,0.44,0.2192,0.1584,-0.0009,2.2,2.67,6.6912,-5.1611,0.9,-0.0735,3.7814
1988/4/1,2036.13,0.46,0.5955,0.1683,0.0737,2.18,2.81,6.6351,3.9465,-0.4,0.9906,2.5135
1988/5/1,1988.91,0.51,-0.2026,-0.0454,0.0411,1.95,2.83,5.8094,4.7723,0.6,-0.3576,-1.4941
1988/6/1,2104.94,0.49,0.2901,0.106,-0.0678,2.08,2.46,5.5661,-1.763,0.3,6.0792,4.8561
1988/7/1,2104.22,0.51,0.0155,0.0666,0.0376,2.05,2.33,4.9065,-10.1853,0.2,-1.4647,0.0943
1988/8/1,2051.29,0.59,0.4992,0.0617,0.0031,1.95,2.2,4.6593,-1.5436,0.5,-3.0543,-2.9141
1988/9/1,2080.06,0.62,-0.3236,0.3078,0.0028,1.92,1.74,3.9439,-5.4808,-0.3,3.7584,1.7898
1988/10/1,2144.31,0.61,0.4401,-0.1402,0.1114,1.61,1.45,3.0485,-8.063,0.8,1.1496,-1.078
1988/11/1,2099.04,0.57,0.2533,-0.2552,-0.1352,1.52,1.2,2.8092,-0.2548,0.3,-2.2751,-4.0388
1988/12/1,2148.58,0.63,0.4531,-0.0636,-0.1087,1.54,1.04,2.7154,12.2308,0.5,3.0202,2.4776
1989/1/1,2234.68,0.55,0.2942,0.2389,0.0281,1.56,0.82,3.0354,11.502,0.2,6.3849,6.0469
1989/2/1,2304.3,0.61,-0.4451,0.0158,0.1385,1.44,0.64,2.0888,1.2,-0.2,-0.7255,0.8837
1989/3/1,2283.11,0.67,0.2569,0.2088,-0.0311,1.31,0.54,2.1265,6.9125,-0.1,2.2433,2.1616
1989/4/1,2348.91,0.67,-0.0353,0.2138,0.073,1.43,0.53,1.4958,8.8711,0.6,4.8216,3.2378
1989/5/1,2439.55,0.79,-0.5526,0.0875,0.0414,1.6,0.43,1.1458,1.0135,-0.1,3.9771,2.9057
1989/6/1,2494.9,0.71,-0.0023,-0.2103,-0.0273,1.75,0.13,0.8534,-2.0374,0.2,-0.8961,-1.2971
1989/7/1,2554.03,0.7,-0.971,-0.0763,-0.1346,1.85,0.14,-0.1332,2.7074,0.3,7.3108,3.3298
1989/8/1,2691.11,0.74,0.9694,-0.1528,-0.0043,1.77,0.21,0.3371,-11.2995,1,2.462,2.1233
1989/9/1,2693.41,0.65,-0.3334,0.046,-0.0389,1.72,0.44,0.3273,4.9235,-0.2,-0.4318,-0.3449
1989/10/1,2692.01,0.68,-0.127,0.1411,0.0632,1.8,0.37,-0.2398,2.4606,-0.1,-4.3822,-5.7937
1989/11/1,2642.49,0.69,0.3361,-0.1671,0.0679,1.94,0.18,-0.157,0,0,1.2306,-0.7465
1989/12/1,2728.47,0.61,0.5676,-0.1468,-0.1001,1.98,0.21,-0.0424,3.7483,0.8,1.4671,-1.2714
1990/1/1,2679.24,0.57,-0.5237,0.7583,-0.0382,1.73,0.57,-0.8602,7.2554,0.5,-7.2667,-5.3159
1990/2/1,2614.18,0.57,0.9043,-0.1678,0.3703,1.67,0.73,0.4892,1.0828,-0.5,1.9667,2.1857
1990/3/1,2700.13,0.64,0.4756,0.1274,-0.2197,1.62,0.69,0.7079,-8.0043,0.3,3.6902,3.2908
1990/4/1,2708.26,0.69,-0.2251,-0.2984,0.0357,1.51,1.02,0.5181,-13.1628,0.2,-2.7502,-1.9141
1990/5/1,2793.81,0.68,0.295,-0.0571,-0.1641,1.65,1.02,1.3656,3.5485,-0.1,8.9857,4.5076
1990/6/1,2894.82,0.63,0.3394,0.2245,0.0262,1.74,0.75,1.7073,-12.9085,0.3,-0.4541,0.6014
1990/7/1,2934.23,0.68,-0.1665,-0.0608,0.1291,1.73,0.85,2.5118,-3.3974,0.2,-1.5888,-2.5755
1990/8/1,2681.89,0.66,0.3616,0.5335,-0.0624,1.66,1.3,1.904,48.5009,0,-10.6188,-11.7133
1990/9/1,2550.69,0.6,0.0215,0.2189,0.231,1.75,1.53,2.2588,19.0708,0,-7.2149,-8.0773
1990/10/1,2460.54,0.68,-0.6167,0.0071,-0.0196,2.02,1.55,1.7691,25.9825,-0.6,-3.3924,-6.1867
1990/11/1,2518.56,0.57,-1.2556,-0.2823,-0.0872,2.23,1.33,0.1774,-19.2886,-0.1,7.5071,2.7373
1990/12/1,2610.92,0.6,-0.6975,-0.3487,-0.1581,2.35,1.34,-1.0877,-20.4561,-0.4,3.9831,0.4998
1991/1/1,2587.6,0.52,-0.3339,0.3515,-0.1041,2.36,1.87,-0.898,10.2962,-0.9,6.8569,8.3727
1991/2/1,2863.04,0.48,-0.732,-0.3415,0.2453,2.22,1.91,-2.5343,-31.4197,0.6,8.631,13.65
1991/3/1,2920.11,0.44,-0.5646,-0.1534,-0.1883,1.98,2.2,-3.5745,-17.1169,1.2,3.1969,7.7892
1991/4/1,2925.54,0.53,0.2569,-0.1453,-0.0084,1.9,2.39,-3.0925,3.986,-0.3,0.1435,2.2751
1991/5/1,2928.42,0.47,0.9979,0.01,-0.0079,1.79,2.61,-2.3896,4.3447,0.3,4.6255,2.9
1991/6/1,2968.14,0.42,0.8037,-0.0474,0.0565,1.68,2.71,-1.9253,-4.5225,0,-4.1741,-3.6276
1991/7/1,2978.19,0.49,0.2737,-0.1922,-0.0028,1.62,2.69,-1.485,5.3693,0.5,3.8741,3.2282
1991/8/1,3006.09,0.46,0.0143,0.0205,-0.0664,1.75,2.57,-1.8323,1.838,-0.2,2.1451,2.1371
1991/9/1,3010.35,0.46,0.8196,0.1088,0.0567,1.86,2.44,-1.0342,0,0,-1.2659,0.2818
1991/10/1,3019.74,0.42,-0.1047,-0.2448,0.061,1.96,2.54,-0.5222,9.3201,-0.4,1.4314,1.9157
1991/11/1,2986.12,0.39,-0.1326,0.0244,-0.1242,2.03,2.86,0.6008,-3.5307,0.5,-4.2461,-2.5582
1991/12/1,2958.64,0.38,-0.4575,-0.2502,0.0564,2.17,3.02,0.8408,-14.9733,0.2,11.2831,4.3884
1992/1/1,3224.53,0.34,-0.5251,-0.0815,-0.0963,2.1,3.23,0.6496,-7.1459,1.5,1.9765,15.009
1992/2/1,3256.71,0.28,0.7081,0.1119,0.0231,1.89,3.5,2.0897,4.1991,0.1,2.2039,4.8116
1992/3/1,3247.42,0.34,0.8381,0.166,0.0883,1.71,3.5,3.4924,-4.7856,0.2,-2.7224,-0.8843
1992/4/1,3297.38,0.32,0.7652,-0.2575,0.0632,1.73,3.73,4.0006,9.3526,0.1,0.8418,-3.522
1992/5/1,3377.26,0.28,0.3283,-0.1072,-0.1506,1.74,3.76,3.331,5.557,0.5,0.1145,-0.0549
1992/6/1,3337.79,0.32,0.0564,0.1127,-0.0058,1.79,3.6,2.5837,8.2638,0.3,-2.7457,-4.5588
1992/7/1,3329.45,0.31,0.9022,-0.1183,0.0874,2,3.63,3.2121,-3.8039,0.3,3.0653,2.1598
1992/8/1,3307.45,0.26,-0.5579,0.013,-0.0607,2.06,3.46,2.6399,-2.2877,0.2,-2.5957,-3.2173
1992/9/1,3293.38,0.26,0.3201,-0.0153,0.0276,2.2,3.51,2.1404,4.2077,0.7,1.9822,1.3451
1992/10/1,3198.7,0.23,0.6809,0.0554,-0.001,2.25,3.73,2.926,0.4743,0.3,1.5186,1.0657
1992/11/1,3239.81,0.23,0.382,-0.1864,0.0296,2.09,3.74,3.4406,-8.0437,0.2,4.5259,6.5573
1992/12/1,3304.15,0.28,0.151,-0.3073,-0.0906,2.04,3.55,4.049,-8.3753,0.7,2.0445,3.372
1993/1/1,3278.83,0.23,0.3933,0.3521,-0.0969,2.07,3.6,4.9674,-3.403,-0.1,1.0663,5.6031
1993/2/1,3368.52,0.22,0.4828,-0.0226,0.2326,2.13,3.33,4.7421,7.5892,0.2,-0.3141,-1.1594
1993/3/1,3440.74,0.25,-0.0979,0.0311,-0.055,2.17,3.03,3.8062,3.503,-0.3,2.7008,2.2257
1993/4/1,3422.39,0.24,0.2765,-0.0409,0.0014,2.17,3.1,3.3175,-0.6908,0.7,-2.9686,-1.8792
1993/5/1,3480.52,0.22,-0.3723,-0.1513,-0.0289,2.17,3.08,2.6169,0.346,0.3,3.8016,4.7169
1993/6/1,3513.81,0.25,0.2266,-0.0906,-0.061,2.11,2.89,2.7872,-9.0314,0.4,-0.3469,0.5269
1993/7/1,3527.37,0.24,0.2562,-0.2242,-0.0049,2.12,2.77,2.1412,-5.2388,0.5,0.2149,1.2349
1993/8/1,3597.01,0.25,-0.1108,0.1171,-0.0647,1.92,2.66,2.5883,-3.8583,0.1,4.001,3.4741
1993/9/1,3594.18,0.26,0.5104,-0.0639,0.1114,1.98,2.41,2.7786,-3.7979,0.6,-0.1016,1.6149
1993/10/1,3625.81,0.22,0.7438,0.1715,-0.0298,1.98,2.31,2.8416,10.7938,0.2,2.5076,3.7267
1993/11/1,3675.28,0.25,0.4644,-0.26,0.0875,1.94,2.62,2.924,-11.8749,0.3,-0.6598,-1.7086
1993/12/1,3744.7,0.23,0.5779,-0.1841,-0.1445,1.92,2.71,3.3509,-16.7647,0.4,3.2488,1.2855
1994/1/1,3868.36,0.25,0.309,0.1259,-0.036,1.9,2.77,3.2667,1.023,0.3,3.3167,4.2949
1994/2/1,3904.71,0.21,0.0641,0.0825,0.1109,1.79,2.72,2.848,-3.8915,0.8,-1.2404,-0.8316
1994/3/1,3816.98,0.27,0.9957,0.0511,0.0302,1.65,2.98,3.9416,4.652,0,-4.9006,-4.8016
1994/4/1,3662.08,0.27,0.5915,-0.1559,0.0025,1.55,3.29,4.2567,7.537,0.4,-0.0973,-1.2608
1994/5/1,3710.23,0.31,0.465,-0.1379,-0.0859,1.44,3.04,5.0939,13.5578,-0.2,0.6657,-0.2978
1994/6/1,3737.58,0.31,0.6694,0.1659,-0.0332,1.55,2.96,5.5368,7.8626,0.6,-2.6829,-3.1773
1994/7/1,3716.22,0.28,0.1262,-0.0144,0.1118,1.5,2.97,5.4068,6.0513,-0.1,2.3704,1.7612
1994/8/1,3796.07,0.37,0.662,0.1458,-0.0266,1.5,2.76,6.1796,-3.2553,0.7,4.7696,3.732
1994/9/1,3880.91,0.37,0.2963,-0.0483,0.0588,1.52,2.84,5.9655,-11.8933,0.1,-1.6665,0.6833
1994/10/1,3869.35,0.38,0.8096,-0.1957,-0.0538,1.46,2.79,6.0313,2.0493,0.6,0.6455,0.0629
1994/11/1,3786.47,0.37,0.6713,-0.0421,-0.0868,1.36,2.67,6.2381,-0.4065,0.1,-4.1886,-4.2692
1994/12/1,3774.87,0.44,0.9869,-0.1989,0.0231,1.29,2.21,6.6471,-4.1586,0.3,1.8892,-0.6598
1995/1/1,3871.51,0.42,0.1913,0.2626,-0.0615,1.3,2.07,6.5294,2.7227,0,1.4443,2.6141
1995/2/1,3954.46,0.4,-0.1231,0.0949,0.1661,1.38,1.7,6.3421,5.2326,-0.2,3.9716,2.5278
1995/3/1,4062.27,0.46,0.1457,0.0225,0.0047,1.5,1.47,5.4921,-0.7874,0.5,3.3494,1.7471
1995/4/1,4229.62,0.44,-0.1766,0.0457,-0.0243,1.54,1.41,4.7239,8.8821,-0.2,1.7192,1.912
1995/5/1,4387.69,0.54,0.485,-0.0889,0.0022,1.57,0.96,4.7439,1.2579,0.7,2.6333,2.2198
1995/6/1,4507.76,0.47,0.3253,-0.0344,-0.0549,1.73,0.7,4.3998,-4.9415,0.8,3.1665,4.4235
1995/7/1,4677.11,0.45,-0.4181,-0.2294,-0.0019,1.76,0.86,3.8555,-9.8505,-0.3,4.1976,5.1339
1995/8/1,4637.92,0.47,1.3058,0.1197,-0.0871,1.7,1.09,4.4993,1.6427,0.5,0.8822,2.5598
1995/9/1,4741.61,0.43,0.3889,-0.0522,0.106,1.73,0.92,4.5919,4.5779,0.2,2.409,2.4755
1995/10/1,4762.68,0.47,-0.1663,0.1053,-0.0277,1.71,0.76,3.6161,-6.2207,-0.4,-2.2327,-5.1714
